Country,Location,Year,Month,Hour,Datum,Status Mission,Price_launch,Company,Model,Serie,Cargo,Price,Status Rocket,Status,Liftoff Thrust,Stages,Strap-ons,Rocket Height,Fairing Diameter,Fairing Height,Payload to LEO,Payload to GTO,Wiki
USA,"LP-0B, Wallops Flight Facility, Virginia, USA",2013,9,3,2013-09-07 03:27:00+00:00,Success,55.0 ,Northrop,Minotaur V,Minotaur,LADEE,55.0,StatusActive,Active,2224,5,0,24.56,2.34,6.4,0.64,0.532,https://en.wikipedia.org/wiki/Minotaur_V
Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2013,8,20,2013-08-31 20:05:00+00:00,Success,,Land Launch,Zenit-3 SLB,Zenit,AMOS 4,,StatusActive,Active,7400,3,0,57.0,4.1,10.4,13.74,5.0,https://en.wikipedia.org/wiki/Zenit_%28rocket_family%29
France,"ELA-3, Guiana Space Centre, French Guiana, France",2013,8,20,2013-08-29 20:30:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,"Eutelsat 25B/Es'hail 1, GSAT-7",200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
USA,"SLC-6, Vandenberg AFB, California, USA",2013,8,18,2013-08-28 18:03:00+00:00,Success,350.0 ,ULA,Delta IV Heavy,Delta,NROL-65,350.0,StatusActive,Active,9411,2,2,72.0,5.1,19.1,28.37,13.81,https://en.wikipedia.org/wiki/Delta_IV_Heavy
Russia,"Site 370/13, Yasny Cosmodrome, Russia",2013,8,14,2013-08-22 14:39:00+00:00,Success,29.0 ,Kosmotras,Dnepr,Dnepr,KompSat-5,29.0,StatusRetired,Retired,4520,3,0,34.3,3.0,,4.5,0.0,https://en.wikipedia.org/wiki/Dnepr_(rocket)
USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2013,8,0,2013-08-08 00:29:00+00:00,Success,,ULA,"Delta IV Medium+ (5,4)",Delta,WGS-6,,StatusRetired,Retired,6653,2,4,66.4,5.1,19.1,11.6,6.89,https://en.wikipedia.org/wiki/Delta_IV
Japan,"LA-Y2, Tanegashima Space Center, Japan",2013,8,19,2013-08-03 19:48:00+00:00,Success,112.5 ,MHI,H-IIB,H,HTV-4,112.5,StatusRetired,Retired,,2,4,56.6,5.1,15.0,16.5,8.0,https://en.wikipedia.org/wiki/H-IIB
France,"ELA-3, Guiana Space Centre, French Guiana, France",2013,7,19,2013-07-25 19:54:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,"Alphasat I-XL, INSAT-3D",200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
USA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013,7,13,2013-07-19 13:00:00+00:00,Success,153.0 ,ULA,Atlas V 551,Atlas,MUOS-2,153.0,StatusActive,Active,12269,2,5,62.2,5.4,26.5,18.85,8.9,https://en.wikipedia.org/wiki/Atlas_V
Kazakhstan,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",2013,7,2,2013-07-02 02:38:00+00:00,Failure,65.0 ,VKS RF,Proton-M/DM-3,Proton,"Cosmos 2488, 2489 & 2490",65.0,StatusActive,Active,10532,4,0,53.0,4.35,15.26,0.0,6.0,https://en.wikipedia.org/wiki/Proton-M
India,"First Launch Pad, Satish Dhawan Space Centre, India",2013,7,18,2013-07-01 18:11:00+00:00,Success,31.0 ,ISRO,PSLV-XL,PSLV,IRNSS-1A,31.0,StatusActive,Active,7661,4,6,44.0,3.2,8.3,3.25,1.41,https://en.wikipedia.org/wiki/Polar_Satellite_Launch_Vehicle#Variants
USA,"Stargazer, Vandenberg AFB, California, USA",2013,6,2,2013-06-28 02:27:00+00:00,Success,40.0 ,Northrop,Pegasus XL,Pegasus,IRIS,40.0,StatusActive,Active,561,4,0,17.6,1.15,2.13,0.44299999999999995,0.0,https://en.wikipedia.org/wiki/Pegasus_(rocket)
Kazakhstan,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",2013,6,16,2013-06-27 16:53:00+00:00,Success,,VKS RF,Strela,Strela,Cosmos 2487,,StatusRetired,Retired,2080,3,0,29.2,1.55,5.4,1.5,0.0,https://en.wikipedia.org/wiki/Strela_(rocket)
France,"ELS, Guiana Space Centre, French Guiana, France",2013,6,19,2013-06-25 19:27:00+00:00,Success,,Arianespace,Soyuz ST-B/Fregat-MT,Soyuz,O3b FM01-FM02/FM04-FM05,,StatusActive,Active,,4,4,46.2,4.11,11.4,0.0,3.25,https://en.wikipedia.org/wiki/Soyuz-2#Soyuz-2.1b
China,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2013,6,9,2013-06-11 09:38:00+00:00,Success,,CASC,Long March 2F/G,Long March,Shenzhou 10,,StatusActive,Active,,2,4,62.0,,,8.4,0.0,https://en.wikipedia.org/wiki/Long_March_2F
France,"ELA-3, Guiana Space Centre, French Guiana, France",2013,6,21,2013-06-05 21:52:00+00:00,Success,,Arianespace,Ariane 5 ES,Ariane,Albert Einstein ATV,,StatusRetired,Retired,15120,2,2,50.5,5.4,17.0,21.0,0.0,https://en.wikipedia.org/wiki/Ariane_5
USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2013,5,0,2013-05-25 00:27:00+00:00,Success,,ULA,"Delta IV Medium+ (5,4)",Delta,WGS-5,,StatusRetired,Retired,6653,2,4,66.4,5.1,19.1,11.6,6.89,https://en.wikipedia.org/wiki/Delta_IV
USA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013,5,21,2013-05-15 21:38:00+00:00,Success,109.0 ,ULA,Atlas V 401,Atlas,GPS IIF-4,109.0,StatusActive,Active,3826,2,0,58.3,4.2,13.8,9.797,4.75,https://en.wikipedia.org/wiki/Atlas_V
France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2013,5,2,2013-05-07 02:06:00+00:00,Success,37.0 ,Arianespace,Vega,Vega,"Proba-V, VNREDSat-1A & ESTCube-1",37.0,StatusActive,Active,2200,4,0,29.9,2.6,7.88,1.436,0.0,https://en.wikipedia.org/wiki/Vega_(rocket)
USA,"LP-0A, Wallops Flight Facility, Virginia, USA",2013,4,21,2013-04-21 21:00:00+00:00,Success,80.0 ,Northrop,Antares 110,Antares,Antares A-ONE,80.0,StatusRetired,Retired,1630,2,0,40.5,3.94,4.87,0.0,0.0,https://en.wikipedia.org/wiki/Antares_(rocket)
USA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013,3,21,2013-03-19 21:21:00+00:00,Success,109.0 ,ULA,Atlas V 401,Atlas,SBIRS GEO-2,109.0,StatusActive,Active,3826,2,0,58.3,4.2,13.8,9.797,4.75,https://en.wikipedia.org/wiki/Atlas_V
USA,"SLC-40, Cape Canaveral AFS, Florida, USA",2013,3,15,2013-03-01 15:10:00+00:00,Success,59.5 ,SpaceX,Falcon 9 v1.0,Falcon,CRS-2,59.5,StatusRetired,Retired,4940,2,0,54.9,5.2,13.0,10.45,4.54,https://en.wikipedia.org/wiki/Falcon_9_v1.0
India,"First Launch Pad, Satish Dhawan Space Centre, India",2013,2,12,2013-02-25 12:31:00+00:00,Success,21.0 ,ISRO,PSLV-CA,PSLV,SARAL & Rideshares,21.0,StatusActive,Active,4847,4,0,44.0,3.2,8.3,0.0,0.0,https://en.wikipedia.org/wiki/Polar_Satellite_Launch_Vehicle#Variants
USA,"SLC-3E, Vandenberg AFB, California, USA",2013,2,18,2013-02-11 18:02:00+00:00,Success,109.0 ,ULA,Atlas V 401,Atlas,Landsat 8,109.0,StatusActive,Active,3826,2,0,58.3,4.2,13.8,9.797,4.75,https://en.wikipedia.org/wiki/Atlas_V
France,"ELA-3, Guiana Space Centre, French Guiana, France",2013,2,21,2013-02-07 21:36:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,"Amazonas-3, Azerspace-1 (Africasat-1A)",200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
Ukraine,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2013,2,6,2013-02-01 06:55:00+00:00,Failure,,Sea Launch,Zenit-3 SL,Zenit,Intelsat-27,,StatusActive,Active,8180,3,0,59.6,3.9,,13.74,6.0,https://en.wikipedia.org/wiki/Zenit_%28rocket_family%29
USA,"SLC-41, Cape Canaveral AFS, Florida, USA",2013,1,1,2013-01-31 01:48:00+00:00,Success,109.0 ,ULA,Atlas V 401,Atlas,TDRS-K,109.0,StatusActive,Active,3826,2,0,58.3,4.2,13.8,9.797,4.75,https://en.wikipedia.org/wiki/Atlas_V
South Korea,"LC-1, Naro Space Center, South Korea",2013,1,7,2013-01-30 07:00:00+00:00,Success,,KARI,Naro-1,Naro,STSAT-2C,,StatusRetired,Retired,83,2,0,33.0,3.0,,0.0,0.0,https://en.wikipedia.org/wiki/Naro-1
Japan,"LA-Y1, Tanegashima Space Center, Japan",2013,1,4,2013-01-27 04:40:00+00:00,Success,90.0 ,MHI,H-IIA 202,H,IGS-Optical 5V & IGS-Radar 4,90.0,StatusActive,Active,,2,2,53.0,4.07,12.0,10.0,4.1,https://en.wikipedia.org/wiki/H-IIA
Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",2013,1,16,2013-01-15 16:24:00+00:00,Partial Failure,41.8 ,VKS RF,Rokot/Briz KM,Rokot,Cosmos 2482 to 2484,41.8,StatusRetired,Retired,,3,0,29.0,,,2.14,0.0,https://en.wikipedia.org/wiki/Rokot
France,"ELA-3, Guiana Space Centre, French Guiana, France",2012,12,21,2012-12-19 21:49:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,"Skynet 5D, Mexsat-3",200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
North Korea,"Pad 1, Sohae Satellite Launching Station, North Korea",2012,12,0,2012-12-12 00:49:00+00:00,Success,,KCST,Unha-3,Unha,Kwangmyngsng-3 (Unit 2),,StatusActive,Active,1192,3,0,32.0,1.3,,0.2,0.0,https://en.wikipedia.org/wiki/Unha
USA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012,12,18,2012-12-11 18:03:00+00:00,Success,120.0 ,ULA,Atlas V 501,Atlas,OTV-3,120.0,StatusActive,Active,3826,2,0,62.2,5.4,26.5,8.21,3.78,https://en.wikipedia.org/wiki/Atlas_V
Ukraine,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2012,12,20,2012-12-03 20:43:00+00:00,Success,,Sea Launch,Zenit-3 SL,Zenit,Eutelsat-70B,,StatusActive,Active,8180,3,0,59.6,3.9,,13.74,6.0,https://en.wikipedia.org/wiki/Zenit_%28rocket_family%29
France,"ELS, Guiana Space Centre, French Guiana, France",2012,12,2,2012-12-02 02:02:00+00:00,Success,80.0 ,Arianespace,Soyuz ST-A/Fregat,Soyuz,Pl??iades 1B,80.0,StatusActive,Active,4150,4,4,46.2,4.11,11.4,0.0,2.81,https://en.wikipedia.org/wiki/Soyuz-2
France,"ELA-3, Guiana Space Centre, French Guiana, France",2012,11,21,2012-11-10 21:05:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,"Eutelsat 21B, Star One C3",200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
France,"ELS, Guiana Space Centre, French Guiana, France",2012,10,15,2012-10-12 15:15:00+00:00,Success,,Arianespace,Soyuz ST-B/Fregat-MT,Soyuz,Galileo IOV FM03-FM04,,StatusActive,Active,,4,4,46.2,4.11,11.4,0.0,3.25,https://en.wikipedia.org/wiki/Soyuz-2#Soyuz-2.1b
USA,"SLC-40, Cape Canaveral AFS, Florida, USA",2012,10,0,2012-10-08 00:35:00+00:00,Partial Failure,59.5 ,SpaceX,Falcon 9 v1.0,Falcon,CRS-1,59.5,StatusRetired,Retired,4940,2,0,54.9,5.2,13.0,10.45,4.54,https://en.wikipedia.org/wiki/Falcon_9_v1.0
USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2012,10,12,2012-10-04 12:10:00+00:00,Success,164.0 ,ULA,"Delta IV Medium+ (4,2)",Delta,GPS IIF-3,164.0,StatusRetired,Retired,4895,2,2,62.5,4.0,11.75,10.44,6.39,https://en.wikipedia.org/wiki/Delta_IV
France,"ELA-3, Guiana Space Centre, French Guiana, France",2012,9,21,2012-09-28 21:18:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,"Astra 2F, GSAT-10",200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
Iran,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2012,9,0,2012-09-22 00:00:00,Failure,,ISA,Safir-1B+,Safir,Unknown Payload,,StatusActive,Active,337,2,0,26.0,,,0.05,0.0,https://en.wikipedia.org/wiki/Safir_(rocket)
USA,"SLC-3E, Vandenberg AFB, California, USA",2012,9,21,2012-09-13 21:39:00+00:00,Success,109.0 ,ULA,Atlas V 401,Atlas,NROL-36,109.0,StatusActive,Active,3826,2,0,58.3,4.2,13.8,9.797,4.75,https://en.wikipedia.org/wiki/Atlas_V
India,"First Launch Pad, Satish Dhawan Space Centre, India",2012,9,4,2012-09-09 04:23:00+00:00,Success,21.0 ,ISRO,PSLV-CA,PSLV,SPOT-6 & mRESINS & PROITERES,21.0,StatusActive,Active,4847,4,0,44.0,3.2,8.3,0.0,0.0,https://en.wikipedia.org/wiki/Polar_Satellite_Launch_Vehicle#Variants
USA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012,8,8,2012-08-30 08:05:00+00:00,Success,109.0 ,ULA,Atlas V 401,Atlas,Van Allen Probes (RBSP),109.0,StatusActive,Active,3826,2,0,58.3,4.2,13.8,9.797,4.75,https://en.wikipedia.org/wiki/Atlas_V
Ukraine,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2012,8,6,2012-08-19 06:54:00+00:00,Success,,Sea Launch,Zenit-3 SL,Zenit,Intelsat-21,,StatusActive,Active,8180,3,0,59.6,3.9,,13.74,6.0,https://en.wikipedia.org/wiki/Zenit_%28rocket_family%29
France,"ELA-3, Guiana Space Centre, French Guiana, France",2012,8,20,2012-08-02 20:54:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,"Intelsat 20, HYLAS 2",200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
Russia,"Site 133/3, Plesetsk Cosmodrome, Russia",2012,7,1,2012-07-28 01:35:00+00:00,Success,41.8 ,VKS RF,Rokot/Briz KM,Rokot,Cosmos 2481 & Goniets-M 13 and 15,41.8,StatusRetired,Retired,,3,0,29.0,,,2.14,0.0,https://en.wikipedia.org/wiki/Rokot
Japan,"LA-Y2, Tanegashima Space Center, Japan",2012,7,2,2012-07-21 02:06:00+00:00,Success,112.5 ,MHI,H-IIB,H,HTV-3,112.5,StatusRetired,Retired,,2,4,56.6,5.1,15.0,16.5,8.0,https://en.wikipedia.org/wiki/H-IIB
France,"ELA-3, Guiana Space Centre, French Guiana, France",2012,7,21,2012-07-05 21:36:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,"EchoStar XVII, MSG-3",200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2012,6,13,2012-06-29 13:15:00+00:00,Success,350.0 ,ULA,Delta IV Heavy,Delta,NROL-15,350.0,StatusActive,Active,9411,2,2,72.0,5.1,19.1,28.37,13.81,https://en.wikipedia.org/wiki/Delta_IV_Heavy
USA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012,6,12,2012-06-20 12:28:00+00:00,Success,109.0 ,ULA,Atlas V 401,Atlas,NROL-38,109.0,StatusActive,Active,3826,2,0,58.3,4.2,13.8,9.797,4.75,https://en.wikipedia.org/wiki/Atlas_V
China,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2012,6,10,2012-06-16 10:37:00+00:00,Success,,CASC,Long March 2F/G,Long March,Shenzhou 9,,StatusActive,Active,,2,4,62.0,,,8.4,0.0,https://en.wikipedia.org/wiki/Long_March_2F
USA,"Stargazer, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",2012,6,16,2012-06-13 16:00:00+00:00,Success,40.0 ,Northrop,Pegasus XL,Pegasus,NuSTAR,40.0,StatusActive,Active,561,4,0,17.6,1.15,2.13,0.44299999999999995,0.0,https://en.wikipedia.org/wiki/Pegasus_(rocket)
Ukraine,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2012,6,5,2012-06-01 05:22:00+00:00,Success,,Sea Launch,Zenit-3 SL,Zenit,Intelsat-19,,StatusActive,Active,8180,3,0,59.6,3.9,,13.74,6.0,https://en.wikipedia.org/wiki/Zenit_%28rocket_family%29
Iran,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2012,5,0,2012-05-23 00:00:00,Failure,,ISA,Safir-1B+,Safir,Unknown Payload,,StatusActive,Active,337,2,0,26.0,,,0.05,0.0,https://en.wikipedia.org/wiki/Safir_(rocket)
USA,"SLC-40, Cape Canaveral AFS, Florida, USA",2012,5,7,2012-05-22 07:44:00+00:00,Success,59.5 ,SpaceX,Falcon 9 v1.0,Falcon,COTS-2+,59.5,StatusRetired,Retired,4940,2,0,54.9,5.2,13.0,10.45,4.54,https://en.wikipedia.org/wiki/Falcon_9_v1.0
Japan,"LA-Y1, Tanegashima Space Center, Japan",2012,5,16,2012-05-17 16:39:00+00:00,Success,90.0 ,MHI,H-IIA 202,H,"Shizuku, KOMPSAT 3 & Others",90.0,StatusActive,Active,,2,2,53.0,4.07,12.0,10.0,4.1,https://en.wikipedia.org/wiki/H-IIA
France,"ELA-3, Guiana Space Centre, French Guiana, France",2012,5,22,2012-05-15 22:13:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,"JCSAT-13, Vinasat-2",200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
USA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012,5,18,2012-05-04 18:42:00+00:00,Success,140.0 ,ULA,Atlas V 531,Atlas,AEHF-2,140.0,StatusActive,Active,8892,2,3,62.2,5.4,26.5,15.53,7.45,https://en.wikipedia.org/wiki/Atlas_V
India,"First Launch Pad, Satish Dhawan Space Centre, India",2012,4,0,2012-04-26 00:17:00+00:00,Success,31.0 ,ISRO,PSLV-XL,PSLV,RISAT-1,31.0,StatusActive,Active,7661,4,6,44.0,3.2,8.3,3.25,1.41,https://en.wikipedia.org/wiki/Polar_Satellite_Launch_Vehicle#Variants
India,"First Launch Pad, Satish Dhawan Space Centre, India",2012,4,0,2012-04-26 00:00:00,Success,31.0 ,ISRO,PSLV-XL,PSLV,PSLV- C19 RISAT-1,31.0,StatusActive,Active,7661,4,6,44.0,3.2,8.3,3.25,1.41,https://en.wikipedia.org/wiki/Polar_Satellite_Launch_Vehicle#Variants
North Korea,"Pad 1, Sohae Satellite Launching Station, North Korea",2012,4,22,2012-04-12 22:38:00+00:00,Failure,,KCST,Unha-3,Unha,Kwangmyngsng-3,,StatusActive,Active,1192,3,0,32.0,1.3,,0.2,0.0,https://en.wikipedia.org/wiki/Unha
USA,"SLC-6, Vandenberg AFB, California, USA",2012,4,23,2012-04-03 23:12:00+00:00,Success,,ULA,"Delta IV Medium+ (5,2)",Delta,NROL-25,,StatusRetired,Retired,4895,2,2,66.4,5.1,19.1,9.61,5.08,https://en.wikipedia.org/wiki/Delta_IV
France,"ELA-3, Guiana Space Centre, French Guiana, France",2012,3,4,2012-03-23 04:34:00+00:00,Success,,Arianespace,Ariane 5 ES,Ariane,Edoardo Amaldi ATV,,StatusRetired,Retired,15120,2,2,50.5,5.4,17.0,21.0,0.0,https://en.wikipedia.org/wiki/Ariane_5
USA,"SLC-41, Cape Canaveral AFS, Florida, USA",2012,2,22,2012-02-24 22:15:00+00:00,Success,153.0 ,ULA,Atlas V 551,Atlas,MUOS-1,153.0,StatusActive,Active,12269,2,5,62.2,5.4,26.5,18.85,8.9,https://en.wikipedia.org/wiki/Atlas_V
France,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",2012,2,10,2012-02-13 10:00:00+00:00,Success,37.0 ,ESA,Vega,Vega,"Lares, AlmaSat-1 & 7 cubesats",37.0,StatusActive,Active,2200,4,0,29.9,2.6,7.88,1.436,0.0,https://en.wikipedia.org/wiki/Vega_(rocket)
Iran,"Imam Khomeini Spaceport, Semnan Space Center, Iran",2012,2,0,2012-02-03 00:00:00,Success,,ISA,Safir-1B,Safir,Navid,,StatusRetired,Retired,314,2,0,26.0,,,0.05,0.0,https://en.wikipedia.org/wiki/Safir_(rocket)
USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2012,1,0,2012-01-20 00:38:00+00:00,Success,,ULA,"Delta IV Medium+ (5,4)",Delta,WGS-4,,StatusRetired,Retired,6653,2,4,66.4,5.1,19.1,11.6,6.89,https://en.wikipedia.org/wiki/Delta_IV
France,"ELS, Guiana Space Centre, French Guiana, France",2011,12,2,2011-12-17 02:03:00+00:00,Success,80.0 ,Arianespace,Soyuz ST-A/Fregat,Soyuz,"Pl??iades 1A, SSOT, Elisa",80.0,StatusActive,Active,4150,4,4,46.2,4.11,11.4,0.0,2.81,https://en.wikipedia.org/wiki/Soyuz-2
Japan,"LA-Y1, Tanegashima Space Center, Japan",2011,12,1,2011-12-12 01:21:00+00:00,Success,90.0 ,MHI,H-IIA 202,H,IGS-Radar 3,90.0,StatusActive,Active,,2,2,53.0,4.07,12.0,10.0,4.1,https://en.wikipedia.org/wiki/H-IIA
USA,"SLC-41, Cape Canaveral AFS, Florida, USA",2011,11,15,2011-11-26 15:02:00+00:00,Success,145.0 ,ULA,Atlas V 541,Atlas,Mars Science Laboratory,145.0,StatusActive,Active,10581,2,4,62.2,5.4,26.5,17.41,8.29,https://en.wikipedia.org/wiki/Atlas_V
Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2011,11,20,2011-11-08 20:16:00+00:00,Success,,Roscosmos,Zenit-2 FG,Zenit,Fobos-Grunt & Yinghuo 1,,StatusActive,Active,7400,2,0,57.0,4.1,10.4,11.74,4.0,https://en.wikipedia.org/wiki/Zenit_%28rocket_family%29
China,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2011,10,21,2011-10-31 21:58:00+00:00,Success,,CASC,Long March 2F/G,Long March,Shenzhou 8,,StatusActive,Active,,2,4,62.0,,,8.4,0.0,https://en.wikipedia.org/wiki/Long_March_2F
USA,"SLC-2W, Vandenberg AFB, California, USA",2011,10,9,2011-10-28 09:48:00+00:00,Success,,ULA,Delta II 7920-10C,Delta,Suomi NPP / ELaNa III,,StatusRetired,Retired,3511,2,9,38.9,3.0,8.9,4.843999999999999,0.0,https://en.wikipedia.org/wiki/Delta_II
France,"ELS, Guiana Space Centre, French Guiana, France",2011,10,7,2011-10-21 07:30:00+00:00,Success,,Arianespace,Soyuz ST-B/Fregat-MT,Soyuz,Galileo IOV FM01-FM02,,StatusActive,Active,,4,4,46.2,4.11,11.4,0.0,3.25,https://en.wikipedia.org/wiki/Soyuz-2#Soyuz-2.1b
India,"First Launch Pad, Satish Dhawan Space Centre, India",2011,10,5,2011-10-12 05:31:00+00:00,Success,21.0 ,ISRO,PSLV-CA,PSLV,Megha-Tropiques & Rideshares,21.0,StatusActive,Active,4847,4,0,44.0,3.2,8.3,0.0,0.0,https://en.wikipedia.org/wiki/Polar_Satellite_Launch_Vehicle#Variants
Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2011,10,21,2011-10-05 21:00:00+00:00,Success,,Land Launch,Zenit-3 SLB,Zenit,Intelsat 18,,StatusActive,Active,7400,3,0,57.0,4.1,10.4,13.74,5.0,https://en.wikipedia.org/wiki/Zenit_%28rocket_family%29
China,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",2011,9,21,2011-09-29 21:16:00+00:00,Success,,CASC,Long March 2F/T,Long March,Tiangong-1,,StatusActive,Active,,2,4,58.0,,,8.4,0.0,https://en.wikipedia.org/wiki/Long_March_2F
USA,"LP-1, Pacific Spaceport Complex, Alaska, USA",2011,9,15,2011-09-27 15:49:00+00:00,Success,46.0 ,Northrop,Minotaur IV,Minotaur,TacSat-4,46.0,StatusActive,Active,2200,4,0,23.88,2.34,6.4,1.375,0.0,https://en.wikipedia.org/wiki/Minotaur_IV
Ukraine,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",2011,9,20,2011-09-24 20:17:00+00:00,Success,,Sea Launch,Zenit-3 SL,Zenit,Atlantic Bird 7,,StatusActive,Active,8180,3,0,59.6,3.9,,13.74,6.0,https://en.wikipedia.org/wiki/Zenit_%28rocket_family%29
Japan,"LA-Y1, Tanegashima Space Center, Japan",2011,9,4,2011-09-23 04:36:00+00:00,Success,90.0 ,MHI,H-IIA 202,H,IGS-Optical 4,90.0,StatusActive,Active,,2,2,53.0,4.07,12.0,10.0,4.1,https://en.wikipedia.org/wiki/H-IIA
France,"ELA-3, Guiana Space Centre, French Guiana, France",2011,9,21,2011-09-21 21:38:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,"Arabsat-5C, SES-2",200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
Japan,"LA-Y1, Tanegashima Space Center, Japan",2011,9,11,2011-09-11 11:17:00+00:00,Success,90.0 ,MHI,H-IIA 202,H,Michibiki 1,90.0,StatusActive,Active,,2,2,53.0,4.07,12.0,10.0,4.1,https://en.wikipedia.org/wiki/H-IIA
USA,"SLC-17B, Cape Canaveral AFS, Florida, USA",2011,9,13,2011-09-10 13:08:00+00:00,Success,,ULA,Delta II 7920H-10C,Delta,GRAIL,,StatusRetired,Retired,4398,2,9,38.9,3.0,8.9,5.959,0.0,https://en.wikipedia.org/wiki/Delta_II
Russia,"Site 370/13, Yasny Cosmodrome, Russia",2011,8,7,2011-08-17 07:12:00+00:00,Success,29.0 ,Kosmotras,Dnepr,Dnepr,Sich 2 & Others,29.0,StatusRetired,Retired,4520,3,0,34.3,3.0,,4.5,0.0,https://en.wikipedia.org/wiki/Dnepr_(rocket)
France,"ELA-3, Guiana Space Centre, French Guiana, France",2011,8,22,2011-08-06 22:52:00+00:00,Success,200.0 ,Arianespace,Ariane 5 ECA,Ariane,"Astra 1N, BSAT-3C (JCSAT-110R)",200.0,StatusActive,Active,15120,2,2,53.0,5.4,17.0,21.0,10.5,https://en.wikipedia.org/wiki/Ariane_5
USA,"SLC-41, Cape Canaveral AFS, Florida, USA",2011,8,16,2011-08-05 16:25:00+00:00,Success,153.0 ,ULA,Atlas V 551,Atlas,Juno,153.0,StatusActive,Active,12269,2,5,62.2,5.4,26.5,18.85,8.9,https://en.wikipedia.org/wiki/Atlas_V
Kazakhstan,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",2011,7,2,2011-07-18 02:31:00+00:00,Success,,Roscosmos,Zenit-3 SLBF,Zenit,Spektr-R,,StatusActive,Active,8180,3,0,57.0,4.1,10.4,13.74,6.0,https://en.wikipedia.org/wiki/Zenit-3F
USA,"SLC-37B, Cape Canaveral AFS, Florida, USA",2011,7,6,2011-07-16 06:41:00+00:00,Success,164.0 ,ULA,"Delta IV Medium+ (4,2)",Delta,GPS IIF-2,164.0,StatusRetired,Retired,4895,2,2,62.5,4.0,11.75,10.44,6.39,https://en.wikipedia.org/wiki/Delta_IV
